,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
wavelet-HHH_glszm_SmallAreaEmphasis,0.313314831,0.022229227,4.38E-08,0.262500002,1.54E-07,0.143341575,0.250001429,0.140165069,3.77E-06,0.373228458,0.333333348,0.238011534,0.400001173,0.272222224,0.156250333,0.260000729,0.052083686,0.358642804,0.220183619,0.083334047,0.292626321,0.035720015,0.250000184,0.333333402,0.333333372,0.217841696,0.20000032,2.03E-05,0.52020202,0.333333455,1.30E-07,2.70E-07,2.08E-07,0.187500204,2.07E-05,0.112708466,0.202268519,2.87E-06,0.300000517,0.250000066,0.022226599,0.252666963,0.500000001,0.147191415,0.381806664,0.037044672,0.177083526,0.012067962,0.029876784,6.01E-07,0.03703704,0.312500235,0.33333345,0.003175358,0.20000002,0.333347492,1.48E-07,0.294642911,0.318018353,0.333333709,0.295138923,3.72E-07,0.168757905,0.194444453,0.083333352,0.200000428,5.51E-07,1.04E-08,0.233872679,0.213888889,3.75E-06,0.333333334,1.33E-05,0.272222223,0.234591813,0.300925953,0.47,0.243333259,0.45679014,0.200000191,0.277777787,0.208208375,5.71E-07,1.04E-07,0.200001465,1.98E-06,0.312500002,0.234508573,0.012502197,3.31E-06,0.63888889,4.83E-07,0.333337135,0.182604168,0.376018552,0.375019677,0.022222307,0.333333335,0.301587341,5.31E-06,0.338383841,0.276731324,2.81E-09,0.637478951,0.354701282,0.185185303,0.350475165,0.126953475,0.03175876,2.23E-05,0.045139176,0.083333339,0.185189975,0.666666668,0.5,0.008000227,3.00E-05,0.037037038,0.312500005,0.05000078,0.312500048,0.20000018,0.294643481,0.176161956,0.236111168,0.30000035,0.177951394,0.000575778,0.037037193,1.98E-05,0.340277834,0.269764957,0.24537037,0.190833351,0.482075125,0.250000133
wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,0.535537077,0.088906494,1.09E-07,0.412500005,3.75E-07,0.14335228,1.000003622,0.468303606,9.43E-06,0.722186791,1.333333369,0.647102692,1.000001304,0.338888893,0.15625084,1.040001892,0.17708421,1.152045704,0.566631865,0.083335116,0.875959744,0.142871915,0.625000465,1.333333504,1.333333432,0.30636674,0.200000797,5.24E-05,1.368686869,0.333333637,3.28E-07,6.81E-07,5.30E-07,0.723214805,5.11E-05,0.138333665,0.789074075,7.26E-06,1.050001311,0.625000164,0.088899983,0.452667401,1.250000002,0.530895202,0.945507871,0.148168009,0.708333824,0.018268825,0.031543783,1.51E-06,0.037037045,1.250000595,0.333333624,0.012632508,0.800000051,0.333368534,3.75E-07,0.321428708,1.272073413,0.333334278,0.711805641,9.25E-07,0.674995022,0.670634942,0.33333338,0.800001024,1.37E-06,2.59E-08,0.68823561,0.851388889,9.12E-06,0.333333334,3.48E-05,0.272222223,0.567967151,0.891203773,1.880000001,0.719656426,1.160493869,0.800000477,1.111111134,0.276413667,1.47E-06,2.57E-07,0.800003744,4.72E-06,0.312500005,0.840277841,0.050005614,8.16E-06,1.430555559,1.19E-06,1.333342444,0.20260417,1.254074161,1.187556866,0.088889101,0.333333338,0.777777874,1.28E-05,1.050505056,0.526732804,7.04E-09,8.414806604,0.700855798,0.185185478,1.166568971,0.507813382,0.07937783,5.87E-05,0.086806283,0.333333348,0.185196621,1.166666669,1.25,0.032000576,7.39E-05,0.03703704,1.250000013,0.200001959,0.312500116,0.200000453,0.750001568,0.522026154,0.644444587,0.90000089,0.59461807,0.002056409,0.148148542,5.08E-05,1.130342024,0.418803419,0.925925926,0.690833377,1.363742326,0.583333649
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.257759269,0.00555991,2.74E-08,0.225000001,9.87E-08,0.143338899,0.06250088,0.058130434,2.36E-06,0.285988875,0.083333342,0.135738745,0.25000114,0.255555557,0.156250206,0.065000438,0.020833554,0.160292079,0.133571558,0.08333378,0.146792965,0.00893204,0.156250113,0.083333377,0.083333357,0.195710435,0.2000002,1.22E-05,0.308080808,0.33333341,8.07E-08,1.67E-07,1.27E-07,0.053571554,1.31E-05,0.106302166,0.05556713,1.77E-06,0.112500318,0.156250041,0.005558253,0.202666853,0.3125,0.051265468,0.240881362,0.009263838,0.044270952,0.010517747,0.029460034,3.74E-07,0.037037039,0.078125145,0.333333407,0.00081107,0.050000013,0.333342231,9.09E-08,0.287946462,0.079504588,0.333333567,0.190972243,2.33E-07,0.042198626,0.075396831,0.020833345,0.050000279,3.45E-07,6.54E-09,0.120281946,0.054513889,2.41E-06,0.333333334,7.89E-06,0.272222222,0.151247979,0.153356499,0.1175,0.124252467,0.280864208,0.050000119,0.06944445,0.191157052,3.47E-07,6.56E-08,0.050000895,1.29E-06,0.312500001,0.083066256,0.003126343,2.09E-06,0.440972223,3.07E-07,0.083335808,0.177604168,0.15650465,0.17188538,0.005555608,0.333333335,0.182539707,3.42E-06,0.160353537,0.214230954,1.75E-09,0.114226316,0.268162652,0.185185259,0.146451713,0.031738499,0.019853993,1.32E-05,0.0347224,0.020833337,0.185188314,0.541666667,0.3125,0.00200014,1.91E-05,0.037037038,0.078125003,0.012500486,0.312500031,0.200000112,0.180803959,0.089695907,0.134027814,0.150000215,0.073784726,0.00020562,0.009259356,1.20E-05,0.142761787,0.232505342,0.075231482,0.065833344,0.261658324,0.166666754
wavelet-HHH_glszm_ZoneEntropy,3.272905595,2.321928095,2,2.321928095,2,3.169925001,2.75,3.584962501,1,2.79248125,1.584962501,3.277613437,2.321928095,2.321928095,3,2,2.584962501,3.022055209,3.546593564,1.584962501,3.095795255,2.807354922,3,1.584962501,1.584962501,3.418295834,2.321928095,1,2.663532755,1.584962501,1,1,1,2.807354922,1,3.584962501,2.584962501,2,2.321928095,3,2.321928095,3.456564762,2,3.169925001,3.405639062,1.584962501,2.584962501,2,2.75,1,1.584962501,2,1.584962501,2.321928095,2.321928095,1.584962501,1,2.521640636,2.235926351,1.584962501,3,1,2.584962501,2.807354922,1.584962501,2.321928095,1,1,3.852168724,2.321928095,2,1.584962501,2,2.321928095,3.169925001,3.418295834,2.128085279,3.773557262,2.725480557,2.321928095,2,3.277613437,2,1,2.321928095,1,2,3.238901257,2.321928095,1,2.155639062,1,1.584962501,2.584962501,3.022055209,3.188721876,2.321928095,1.584962501,2.807354922,2,3.095795255,3.418295834,1,3.603096052,3.180832987,2.584962501,3.5,3,2.807354922,1,3,1.584962501,2.584962501,1.79248125,2,2.321928095,1,1.584962501,2.5,2.321928095,2,2.321928095,2.807354922,3.251629167,3.321928095,1.921928095,3,3.459431619,1.584962501,1,3.334679141,2.81507241,2.584962501,3.251629167,3.149673447,3.169925001
wavelet-HHH_glszm_ZonePercentage,0.0004649,0.00265252,0.000112391,0.000169119,0.000268007,0.001446945,0.001670146,0.000238048,0.001941748,7.69E-05,0.000220345,0.000175747,0.001179245,0.000165975,0.000425758,0.002402402,0.001071429,0.000309797,5.19E-05,0.001550388,0.000105723,0.000568874,0.000424336,0.000481928,0.000362538,0.000794702,0.00078064,0.004494382,6.53E-05,0.000641026,0.000360685,0.000519481,0.000455581,0.000108292,0.004545455,0.000613811,6.80E-05,0.001086957,0.002832861,0.0002,0.000235183,0.000524934,7.48E-05,0.000311526,0.000238308,0.005042017,0.000778715,0.003773585,0.00098401,0.000775194,0.000103111,0.001369863,0.000627615,0.002906977,0.000196696,0.006896552,0.000384246,0.0004811,6.68E-05,0.001125704,0.000484848,0.000609756,0.009022556,0.000212314,0.00024948,0.000589623,0.000742115,0.000102041,0.000157008,6.12E-05,0.001882353,3.70E-05,0.000649878,6.70E-05,0.000586701,0.000357409,0.000138463,0.006289308,0.000355942,0.000242307,0.000274631,0.002095238,0.000581818,0.000322321,0.000394011,0.001403509,0.000130293,0.000355774,0.00062422,0.001818182,0.000302515,0.000694444,0.003571429,0.000194332,0.000361337,0.000338362,0.000250627,8.00E-05,0.000426309,0.002061856,0.000214258,0.000104375,5.30E-05,0.013555383,0.000808206,0.000616333,0.000446055,0.000763359,0.000256504,0.004705882,0.00022724,0.000142315,0.000739372,0.000164204,1.33E-05,0.00050025,0.005479452,6.68E-05,5.34E-05,0.000830565,0.000616808,0.000272109,0.000947867,0.00012839,0.000210305,0.002331002,8.67E-05,0.00027476,0.000725514,0.004444444,0.000672878,9.01E-05,4.83E-05,0.000194222,0.000665311,0.000215208
wavelet-HHH_glszm_ZoneVariance,19629845.2,72371.2,29403554.75,52414861.6,3327304.688,491853.4321,143282.1875,61675592.31,0,845719543.2,10296096.89,134190982.2,788351.2,54416162.8,6329313.438,171128.6875,446990.5556,47681979.58,1737735231,206724.6667,370199643,2136947.265,4808379.734,2150930.667,3803686.222,3475528.722,426127.6,42.25,1055196798,1215288.667,272.25,225,1444,192035979.9,4,1581340.472,432480563.2,233052.5,185201.2,29660497,24607664,7285952,178696740.2,24945974,76071637.94,19144.22222,879811.8056,66341.5,1456589.188,36,47000920.22,530832.5,1267782.889,119626,6773748,10368.66667,1056.25,3801295.673,560063129.3,393704.2222,4646883,36,7402.805556,16848798.86,8025390.889,1697934.4,12.25,1764,268463382.7,400224983.6,5221.1875,364348434.7,1808324.188,334536694.4,8425433.136,11734185.58,130330731,75275.33333,12201621.36,15155410.8,13246916.19,718214.3802,499738.1875,600.25,7216666.4,756.25,58882605.5,31402199.56,2614310,36,32756418.23,441,39060.66667,52861479.81,27477294.25,18945146.91,9875698,78135277.56,4571497.633,16986.5,39107061.29,419387564.1,3600,175141.8906,4226219.136,1369352.25,12440915.98,848051,12511133.1,90.25,26412995.48,24674203.56,2983977.917,74185975.33,5688591813,1905803.2,6.25,112137514.9,813592990.5,810619.2,2625834.688,10931961.2,1587724.571,302975094,35685553.6,274023.2,265592580.4,37728489.34,945901.5556,25,2887904.899,677037993.6,858527092.5,58602074.19,16433390.16,21457821.56
wavelet-HHH_gldm_DependenceEntropy,4.72310313,4.866924641,4.637332637,4.593818553,4.700304531,4.792309223,4.741491937,4.618573248,4.800634396,4.668576871,4.665419378,4.59696296,4.782437528,4.677071042,4.798402189,5.006922899,4.836830288,4.750385841,4.504114571,4.900095934,4.540330657,4.758942552,4.754727871,4.80213608,4.665815928,4.78305767,4.66055892,4.835882309,4.513952735,4.823288917,4.698030085,4.680400982,4.643059561,4.503224782,4.748857232,4.769957262,4.549164778,4.824097304,4.907745553,4.676207179,4.68946465,4.747669044,4.529600015,4.651563119,4.62410999,4.832598749,4.892241044,4.824008142,4.860193273,4.838485041,4.694626065,4.849342639,4.862146627,4.935275346,4.697720165,4.804219669,4.677114186,4.772778493,4.639817523,4.922469726,4.777051586,4.774251263,4.833401101,4.751308645,4.772753102,4.782263465,4.911033736,4.608780455,4.619602003,4.560662531,4.910654017,4.544446982,4.749359652,4.655267362,4.726452867,4.695065795,4.577667286,5.012748204,4.752487462,4.674503257,4.729239793,4.898416633,4.847868048,4.766442103,4.780251263,4.894728736,4.758593901,4.780237043,4.780829222,4.817126423,4.740932741,4.833740682,4.879864585,4.665294283,4.73901496,4.722487633,4.657958819,4.605104556,4.860575265,4.881372472,4.70467207,4.5537192,4.6087642,4.232438702,4.801152083,4.678255348,4.813282045,4.771978193,4.784290129,4.980962916,4.610588759,4.693085394,4.803578432,4.620348995,4.437456152,4.758619473,4.911621354,4.673718709,4.561023251,4.886813593,4.838732532,4.669718304,4.854425635,4.641011695,4.625893357,4.88267642,4.639660573,4.589920979,4.775646896,4.917110893,4.74200434,4.58977162,4.661788704,4.570647867,4.836248057,4.693777627
wavelet-HHH_gldm_DependenceNonUniformity,2897.141144,144.4238727,3380.914751,2915.875833,1316.454606,505.8826367,402.7962422,4841.683952,81.05436893,14751.48127,1256.301506,6246.58495,347.525,2822.197212,1556.639596,117.1945946,444.985,3363.642313,26542.49169,145.5612403,10638.78488,1056.609102,1618.946746,511.6461044,753.9203625,1253.901854,567.0156128,34.75730337,17707.13014,381.2824786,490.4780884,342.5761039,402.6277904,6806.641522,35.07727273,1641.242455,8998.395739,294.1505435,131.2243626,3730.6201,1930.165663,2508.354051,5536.709547,2714.290135,6464.052875,46.37142857,587.8937054,84.06603774,638.3345633,202.948062,2686.918062,227.3178082,368.6665272,124.3511628,2284.673249,34.43908046,468.7237272,1245.22488,10098.93661,198.9332083,1405.137455,273.6176829,51.10225564,2876.7633,1020.124657,708.9275943,210.0115028,1903.056531,10537.66479,8184.244871,158.8296471,8301.239205,525.2947197,7110.27571,1347.561408,3040.603098,5120.706023,163.4955975,2198.336761,1885.242791,1301.212839,395.248,541.1079273,519.2388396,1073.01513,106.7712281,2694.30456,3168.786426,670.5967541,85.30363636,2326.226092,228.3951389,63.43809524,2880.34834,2917.871906,3131.061695,1836.074286,3644.255726,1319.889281,148.7072165,4697.037865,11704.1158,3690.339921,652.4701782,1348.332546,874.3968156,2987.95506,886.6267176,2282.319897,29.25411765,3375.574634,1928.233776,665.4088725,3509.787466,33367.30126,845.08004,26.97260274,4196.58638,15184.37438,469.6800664,519.248882,1694.041306,571.3853758,8869.061777,4530.131819,164.8097902,8855.740064,3932.718047,349.2224909,33.62222222,1692.086646,14215.32579,11671.20512,6216.631043,2190.645685,3775.660019
wavelet-HHH_gldm_DependenceNonUniformityNormalized,0.08979207,0.076617439,0.0949962,0.098625937,0.088204664,0.081331614,0.084091074,0.096046101,0.078693562,0.0945002,0.092273339,0.099801645,0.081963443,0.093682895,0.082844044,0.070387144,0.079461607,0.086837287,0.10590943,0.075225447,0.102251765,0.085868273,0.085872102,0.082192145,0.091108201,0.083039858,0.088527028,0.0781063,0.105111778,0.081470615,0.088454119,0.088980806,0.091714759,0.105300766,0.079721074,0.083951021,0.101964824,0.079932213,0.074348081,0.093265503,0.090788601,0.087781419,0.10353828,0.093952583,0.096277225,0.077935174,0.076300286,0.079307583,0.078515936,0.07866204,0.092349822,0.077848564,0.077126889,0.072297188,0.089876996,0.0791703,0.090052589,0.085582466,0.096359302,0.074646607,0.085159846,0.083420025,0.076845497,0.087253967,0.084833651,0.083599952,0.077926346,0.097094721,0.097323157,0.100174356,0.074743363,0.102503417,0.08534439,0.095209905,0.087846246,0.090561522,0.101289804,0.068551613,0.086942328,0.091361415,0.089338334,0.075285333,0.078706608,0.083680715,0.08455596,0.074927178,0.087762364,0.08672103,0.083719944,0.07754876,0.087964685,0.079303868,0.075521542,0.093290634,0.087861244,0.088285963,0.092033799,0.097167197,0.080383026,0.076653204,0.091488856,0.101801477,0.097757349,0.126349763,0.083825461,0.089819909,0.083299556,0.084601786,0.083632096,0.068833218,0.095883387,0.091472191,0.081997396,0.096053297,0.110599451,0.084550279,0.073897542,0.093392375,0.101388004,0.078019945,0.080069219,0.092192724,0.077371073,0.094891797,0.095270911,0.076834401,0.095981576,0.098231998,0.084455258,0.074716049,0.087582125,0.098536206,0.093876574,0.100617157,0.080970086,0.090283597
wavelet-HHH_gldm_DependenceVariance,10.67128138,13.25448121,9.380886644,8.856086579,10.36792663,11.62488126,10.93474418,9.108631893,12.18246395,9.775941641,9.800712155,8.958493676,11.54072957,9.953516454,11.60604745,16.02368711,12.41349171,10.94751399,7.804853968,13.74501426,8.215067769,11.23885601,10.95103256,11.91569168,9.859952355,11.42203551,9.992512339,15.23105668,7.956524115,12.16411991,10.46524618,10.0565184,9.707764281,7.813357908,12.26413223,11.20727448,8.299564937,12.24568496,14.07090981,9.880019278,10.11998351,10.87342638,8.145069527,9.60792491,9.219277312,12.5852581,13.46518385,13.09066928,12.85253717,12.47944775,10.22077925,12.99944455,12.84553912,14.6179232,10.17487612,12.80948078,9.994144033,11.32384396,9.405047014,14.37211719,11.41346815,11.29064694,14.39983266,11.02401807,11.38763864,11.65281634,14.38297183,9.033293201,9.219581794,8.456835783,13.81991064,8.197347992,11.23123813,9.635811685,10.69423491,10.10891458,8.698091459,16.20723266,10.97251107,9.914397854,10.67868762,13.64102081,12.54867888,11.27054668,11.46049652,13.79245306,10.99193636,11.38172233,11.52563727,12.56199669,10.86942434,12.59383488,14.0631746,9.728548483,10.78453148,10.43596162,9.700997245,8.947970402,12.77011367,13.75067595,10.27110284,8.392200877,9.023705714,5.806031868,11.77092265,9.952597918,11.93685379,11.33368157,11.45172826,17.31152388,9.187513902,10.02539896,11.88352136,9.236321665,7.092171508,11.1296407,15.97444924,9.834354476,8.468947005,13.48347976,12.50790778,9.872140552,12.57785628,9.465500937,9.27377922,13.41293864,9.364186038,8.857517338,11.43670258,14.92395062,10.88339296,8.788989269,9.664728478,8.64297928,12.34207472,10.07370101
wavelet-HHH_gldm_GrayLevelNonUniformity,16136.64209,943.0859416,17795.0014,14784.30837,7462.641541,3111.044695,2395.150731,25205.04063,515,78050.00415,6808.037679,31295.61738,2120.271698,15062.7272,9395.235125,833.1633634,2800.0175,19368.03193,125307.7543,967.5002584,52023.47747,6152.807558,9426.516576,3112.598394,4138.299094,7550.029801,3202.528181,222.6898876,84231.14092,2340.02735,2772.598197,1925.116883,2195.657859,32320.04468,220.0181818,9775.012379,44125.11424,1840.13913,882.6249292,20000.5,10630.00762,14288.19293,26737.50001,14445.38941,33570.43613,297.7428571,3854.22414,531.3754717,4066.861993,1290.027907,14547.61275,1460.134247,2390.01046,860.0011628,12710.04162,217.5011494,2602.90586,7275.00055,52403.23684,1332.531707,8250.109091,1640.021951,337.4330827,16485.99387,6012.507027,4243.453066,1347.509091,9800.18,54139.19026,40850.59574,1062.756235,40492.88897,3079.605686,37340.00774,7670.855411,16787.73269,25278.08401,1192.510273,12644.22088,10317.64366,7283.303605,2625.184381,3439.577164,3102.693473,6345.319149,713.5614035,15350.00104,18270.13142,4005.195755,550.0654545,13222.9311,1440.30625,420.5357143,15437.50131,16605.61433,17733.04715,9975.463559,18752.65263,8210.94324,970.1247423,25670.47998,57486.09596,18875.19073,2495.508908,8042.511222,4867.613457,17935.02013,5240.109924,13645.01055,212.9247059,17602.57569,10540.18368,4058.032902,18275.56984,150847.5079,4997.601301,182.5342466,22467.96762,74883.73821,3010.005316,3243.82313,9187.519837,3693.21828,46733.8214,23775.00824,1072.785548,46132.50014,20017.53248,2067.575574,225.1111111,9662.784265,72132.51847,62162.86437,30892.72032,13528.79782,20910.00579
wavelet-HHH_gldm_GrayLevelVariance,0.249935811,0.249844578,0.24999998,0.249969417,0.249995258,0.249916021,0.249984266,0.249999597,0.25,0.249999987,0.249980254,0.249995068,0.24996796,0.249996229,0.249993743,0.249800792,0.249998438,0.249993134,0.249999493,0.249999933,0.249995303,0.249987503,0.24999956,0.249992097,0.249951716,0.249999013,0.2499978,0.249786643,0.249996614,0.249997078,0.249991145,0.24998482,0.249925073,0.249999654,0.249979339,0.249999683,0.249999353,0.249981096,0.249964609,0.24999375,0.249999821,0.249987875,0.25,0.249993261,0.249996752,0.249795918,0.249888115,0.249351193,0.249885486,0.249994592,0.249998062,0.249977013,0.249998906,0.249999662,0.249999181,0.249998679,0.249961013,0.249999981,0.249996485,0.249994051,0.249996694,0.249996654,0.246290915,0.249984928,0.249999708,0.249796399,0.249998313,0.249995408,0.249992195,0.249996354,0.249939709,0.249997599,0.249828945,0.249999948,0.249972118,0.249996535,0.249994224,0.249997846,0.24996597,0.249996519,0.249972413,0.24998244,0.249848934,0.24998441,0.249987425,0.249627578,0.249999983,0.249998202,0.249987781,0.249970248,0.249991849,0.249946832,0.249681122,0.249999979,0.249990751,0.249992286,0.249988382,0.249997965,0.249971278,0.24996785,0.249995326,0.249995234,0.249997474,0.285609694,0.249999651,0.249994173,0.249999719,0.249994756,0.249999807,0.249500346,0.249998925,0.249995643,0.249967166,0.249923784,0.249999987,0.249994932,0.249953087,0.249994797,0.249995866,0.249999559,0.249897985,0.24999946,0.249951369,0.249992931,0.249999913,0.249933439,0.249999999,0.249999594,0.249990862,0.249876543,0.249927943,0.249999936,0.249998535,0.249998217,0.249976015,0.249999931
wavelet-HHH_gldm_HighGrayLevelEmphasis,2.524035332,2.462599469,2.499578533,2.516590563,2.506532663,2.527491961,2.488100209,2.498095616,2.5,2.500345932,2.513330885,2.506662406,2.516981132,2.505825726,2.492496009,2.457657658,2.49625,2.507861108,2.502136744,2.499224806,2.493498006,2.510605445,2.501989073,2.508433735,2.479154079,2.502980132,2.504449649,2.456179775,2.505520598,2.505128205,2.491073039,2.488311688,2.474031891,2.501763614,2.513636364,2.50168798,2.502413598,2.513043478,2.482152975,2.5075,2.501269991,2.510446194,2.50002805,2.492211838,2.494593387,2.457142857,2.468267359,2.576415094,2.532103321,2.493023256,2.504175975,2.485616438,2.503138075,2.498255814,2.502714398,2.503448276,2.481268012,2.499587629,2.505624732,2.492682927,2.505454545,2.505487805,2.317293233,2.488353048,2.498378378,2.542806604,2.503896104,2.506428571,2.508381436,2.494271726,2.523294118,2.495350991,2.460763607,2.500682914,2.515840939,2.505584512,2.492790031,2.504402516,2.517500494,2.494402714,2.515756952,2.512571429,2.536872727,2.511845286,2.510638298,2.557894737,2.499609121,2.495977011,2.489513109,2.516363636,2.508564946,2.521875,2.553571429,2.499562753,2.490876242,2.491667842,2.489774436,2.504279429,2.516077954,2.517010309,2.493513829,2.506549535,2.495231788,12.50309837,2.501771837,2.507241911,2.498410928,2.506870229,2.498680835,2.432941176,2.503110354,2.50626186,2.517190388,2.526190476,2.499656938,2.493246623,2.520547945,2.506843218,2.506099556,2.501993355,2.530300694,2.502204082,2.479079215,2.507976248,2.499116719,2.475524476,2.500081288,2.501910828,2.490931076,2.466666667,2.474534161,2.50075902,2.496368389,2.504005827,2.485307707,2.500789096
